run_id,backbone,backbones,backbone_combination,backbone_count,feature_source,fusion_method,seed,feature_dim,fusion_input_dim,fusion_output_dim,projection_dim,class_weighting,optimizer,learning_rate,weight_decay,dropout,hidden_dims,experiment_name,run_tag,best_val_macro_f1,best_val_epoch,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
20260531_135822_finetuned_deeper_r50_none_mlp_s42,resnet50,"[""resnet50""]",resnet50,1,finetuned_deeper,none,42,2048,,,,True,adamw,0.001,0.0001,0.3,"[512, 256]",single_backbone_finetuned_deeper_baseline,,0.6455319666014951,13,0.7909454061251664,0.6735357207614959,0.7079646768965543,0.6884513728001701,0.7966201888629787
