run_id,backbone,backbones,backbone_combination,backbone_count,feature_source,fusion_method,seed,feature_dim,fusion_input_dim,fusion_output_dim,projection_dim,class_weighting,optimizer,learning_rate,weight_decay,dropout,hidden_dims,experiment_name,run_tag,search_stage,candidate_name,candidate_profile,runtime_seconds,planned_index,best_val_macro_f1,best_val_epoch,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,experiment_group,short_name,display_name,best_single_macro_f1,macro_f1_gain
20260603_004042_finetuned_targeted_r50-mnv2_concat_mlp_s42,,"[""resnet50"", ""mobilenet_v2""]",resnet50+mobilenet_v2,2,finetuned_targeted,concat,42,3328,3328.0,3328.0,,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.656879084792527,7,0.7609853528628495,0.6111690506003328,0.6864645943369639,0.6382143700173589,0.7727583355470016,pairwise,r50+mnv2 concat,r50+mnv2 concat,0.6132380391629796,0.024976330854379336
20260603_004059_finetuned_targeted_r50-mnv2_weighted_mlp_s42,,"[""resnet50"", ""mobilenet_v2""]",resnet50+mobilenet_v2,2,finetuned_targeted,weighted,42,512,3328.0,512.0,512.0,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.6602080520575029,11,0.7782956058588548,0.660513520312756,0.6434299945464651,0.6427349333598532,0.7826745284856003,pairwise,r50+mnv2 weighted,r50+mnv2 weighted,0.6132380391629796,0.029496894196873624
20260603_004111_finetuned_targeted_r50-effb0_concat_mlp_s42,,"[""resnet50"", ""efficientnet_b0""]",resnet50+efficientnet_b0,2,finetuned_targeted,concat,42,3328,3328.0,3328.0,,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.6454018913296931,7,0.7609853528628495,0.6044746371569817,0.6760382682290397,0.6307179228302562,0.7745621345200997,pairwise,r50+effb0 concat,r50+effb0 concat,0.6132380391629796,0.017479883667276597
20260603_004124_finetuned_targeted_r50-effb0_weighted_mlp_s42,,"[""resnet50"", ""efficientnet_b0""]",resnet50+efficientnet_b0,2,finetuned_targeted,weighted,42,512,3328.0,512.0,512.0,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.6506869615168791,7,0.7649800266311585,0.5741303655057821,0.6655099431547538,0.6107974801622101,0.7764914038088605,pairwise,r50+effb0 weighted,r50+effb0 weighted,0.6132380391629796,-0.002440559000769449
20260603_004131_finetuned_targeted_mnv2-effb0_concat_mlp_s42,,"[""mobilenet_v2"", ""efficientnet_b0""]",mobilenet_v2+efficientnet_b0,2,finetuned_targeted,concat,42,2560,2560.0,2560.0,,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.5823264567209743,3,0.7683089214380826,0.5644838536771168,0.7062171369452901,0.6153197531071589,0.7798264617394092,pairwise,mnv2+effb0 concat,mnv2+effb0 concat,0.6132380391629796,0.002081713944179331
20260603_004141_finetuned_targeted_mnv2-effb0_weighted_mlp_s42,,"[""mobilenet_v2"", ""efficientnet_b0""]",mobilenet_v2+efficientnet_b0,2,finetuned_targeted,weighted,42,512,2560.0,512.0,512.0,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.5597277082933351,5,0.7356857523302264,0.5697514355724957,0.650651768680808,0.5939250717547747,0.752333278137434,pairwise,mnv2+effb0 weighted,mnv2+effb0 weighted,0.6132380391629796,-0.019312967408204873
20260603_004153_finetuned_targeted_r50-mnv2-effb0_concat_mlp_s42,,"[""resnet50"", ""mobilenet_v2"", ""efficientnet_b0""]",resnet50+mobilenet_v2+efficientnet_b0,3,finetuned_targeted,concat,42,4608,4608.0,4608.0,,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.6641443681584203,7,0.7676431424766977,0.593344802531988,0.7141989243173633,0.6428888998472037,0.7787923689499464,three-backbone,r50+mnv2+effb0 concat,r50+mnv2+effb0 concat,0.6132380391629796,0.029650860684224067
20260603_004207_finetuned_targeted_r50-mnv2-effb0_weighted_mlp_s42,,"[""resnet50"", ""mobilenet_v2"", ""efficientnet_b0""]",resnet50+mobilenet_v2+efficientnet_b0,3,finetuned_targeted,weighted,42,512,4608.0,512.0,512.0,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4h_targeted_feature_matrix,,,,,,,0.6511381887454032,6,0.7709720372836218,0.649849497468029,0.6535313982486581,0.6417333280944678,0.7798838804568238,three-backbone,r50+mnv2+effb0 weighted,r50+mnv2+effb0 weighted,0.6132380391629796,0.028495288931488227
