run_id,display_name,backbone_combination,fusion_method,macro_f1,backbone,label,precision,recall,f1,support,reference_f1,reference_precision,reference_recall,macro_f1_gain,reference_run_id,reference_display_name,f1_gain,precision_gain,recall_gain
20260527_161503_frozen_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.595200020681105,resnet50+efficientnet_b0,vasc,0.6071428571428571,0.8095238095238095,0.6938775510204082,21,0.72,0.6206896551724138,0.8571428571428571,0.06411936803937657,20260526_174825_frozen_r50_none_mlp_s42,r50,-0.026122448979591817,-0.013546798029556717,-0.04761904761904756
20260527_161503_frozen_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.595200020681105,resnet50+efficientnet_b0,nv,0.9313835770528684,0.8247011952191236,0.8748019017432647,1004,0.8571428571428571,0.9260115606936417,0.797808764940239,0.06411936803937657,20260526_174825_frozen_r50_none_mlp_s42,r50,0.01765904460040757,0.0053720163592267944,0.02689243027888455
20260527_161503_frozen_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.595200020681105,resnet50+efficientnet_b0,mel,0.4151785714285714,0.5568862275449101,0.4757033248081841,167,0.4461942257217848,0.397196261682243,0.5089820359281437,0.06411936803937657,20260526_174825_frozen_r50_none_mlp_s42,r50,0.029509099086399315,0.017982309746328418,0.0479041916167664
20260527_161503_frozen_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.595200020681105,resnet50+efficientnet_b0,df,0.4,0.6,0.48,20,0.25,0.2142857142857142,0.3,0.06411936803937657,20260526_174825_frozen_r50_none_mlp_s42,r50,0.22999999999999998,0.18571428571428583,0.3
20260527_161503_frozen_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.595200020681105,resnet50+efficientnet_b0,bkl,0.6,0.5209580838323353,0.5576923076923077,167,0.5055555555555555,0.4715025906735751,0.5449101796407185,0.06411936803937657,20260526_174825_frozen_r50_none_mlp_s42,r50,0.052136752136752174,0.1284974093264249,-0.0239520958083832
20260527_161503_frozen_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.595200020681105,resnet50+efficientnet_b0,bcc,0.4705882352941176,0.676056338028169,0.5549132947976878,71,0.4508670520231214,0.3823529411764705,0.5492957746478874,0.06411936803937657,20260526_174825_frozen_r50_none_mlp_s42,r50,0.10404624277456642,0.08823529411764708,0.12676056338028163
20260527_161503_frozen_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.595200020681105,resnet50+efficientnet_b0,akiec,0.4285714285714285,0.6923076923076923,0.5294117647058824,52,0.4878048780487805,0.4225352112676056,0.5769230769230769,0.06411936803937657,20260526_174825_frozen_r50_none_mlp_s42,r50,0.04160688665710188,0.006036217303822866,0.11538461538461542
20260527_161706_frozen_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.5762701842398641,resnet50+mobilenet_v2+efficientnet_b0,vasc,0.6086956521739131,0.6666666666666666,0.6363636363636364,21,0.72,0.6206896551724138,0.8571428571428571,0.04518953159813566,20260526_174825_frozen_r50_none_mlp_s42,r50,-0.08363636363636362,-0.01199400299850073,-0.19047619047619047
20260527_161706_frozen_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.5762701842398641,resnet50+mobilenet_v2+efficientnet_b0,nv,0.9278688524590164,0.8456175298804781,0.8848358520062533,1004,0.8571428571428571,0.9260115606936417,0.797808764940239,0.04518953159813566,20260526_174825_frozen_r50_none_mlp_s42,r50,0.02769299486339616,0.0018572917653747467,0.04780876494023911
20260527_161706_frozen_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.5762701842398641,resnet50+mobilenet_v2+efficientnet_b0,mel,0.4585987261146497,0.4311377245508982,0.4444444444444444,167,0.4461942257217848,0.397196261682243,0.5089820359281437,0.04518953159813566,20260526_174825_frozen_r50_none_mlp_s42,r50,-0.0017497812773403787,0.06140246443240671,-0.07784431137724551
