run_id,display_name,backbone_combination,fusion_method,backbone_count,avg_pairwise_representation_similarity,avg_pairwise_representation_complementarity,macro_f1,macro_f1_gain
20260603_004042_finetuned_targeted_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,2,0.5787033503665375,0.42129664963346247,0.6382143700173589,0.024976330854379336
20260603_004059_finetuned_targeted_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,2,0.5787033503665375,0.42129664963346247,0.6427349333598532,0.029496894196873624
20260603_004111_finetuned_targeted_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,2,0.49663995825088847,0.5033600417491115,0.6307179228302562,0.017479883667276597
20260603_004124_finetuned_targeted_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,2,0.49663995825088847,0.5033600417491115,0.6107974801622101,-0.002440559000769449
20260603_004131_finetuned_targeted_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,2,0.613764391921153,0.38623560807884705,0.6153197531071589,0.002081713944179331
20260603_004141_finetuned_targeted_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,2,0.613764391921153,0.38623560807884705,0.5939250717547747,-0.019312967408204873
20260603_004153_finetuned_targeted_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,3,0.5630359001795263,0.43696409982047363,0.6428888998472037,0.029650860684224067
20260603_004207_finetuned_targeted_r50-mnv2-effb0_weighted_mlp_s42,r50+mnv2+effb0 weighted,resnet50+mobilenet_v2+efficientnet_b0,weighted,3,0.5630359001795263,0.43696409982047363,0.6417333280944678,0.028495288931488227
