backbone,label,precision,recall,f1,support
resnet50,akiec,0.6,0.6346153846153846,0.616822429906542,52
resnet50,bcc,0.5888888888888889,0.7464788732394366,0.6583850931677019,71
resnet50,bkl,0.5975609756097561,0.5868263473053892,0.5921450151057401,167
resnet50,df,0.7,0.7,0.7,20
resnet50,nv,0.9187763713080168,0.8675298804780877,0.8924180327868853,1004
resnet50,mel,0.5,0.6107784431137725,0.5498652291105122,167
resnet50,vasc,0.8095238095238095,0.8095238095238095,0.8095238095238095,21
