run_id,backbone,feature_source,fusion_method,seed,feature_dim,class_weighting,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
20260526_174919_frozen_effb0_none_mlp_s42,efficientnet_b0,frozen,none,42,1280,True,0.6970705725699068,0.49991526229419836,0.5515311311737385,0.5064534766172956,0.7197134166514568
20260526_174855_frozen_mnv2_none_mlp_s42,mobilenet_v2,frozen,none,42,1280,True,0.6677762982689747,0.4537491109183387,0.5034150771135554,0.46752625210354765,0.6918025427372162
20260526_174825_frozen_r50_none_mlp_s42,resnet50,frozen,none,42,2048,True,0.7123834886817576,0.4906534192788091,0.5907232413175603,0.5310806526417284,0.7303668817556075
