run_id,backbone,backbones,backbone_combination,backbone_count,feature_source,fusion_method,seed,feature_dim,fusion_input_dim,fusion_output_dim,projection_dim,class_weighting,optimizer,learning_rate,weight_decay,dropout,hidden_dims,experiment_name,run_tag,search_stage,candidate_name,candidate_profile,runtime_seconds,planned_index,best_val_macro_f1,best_val_epoch,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,experiment_group,short_name,display_name
20260531_205856_finetuned_r50_none_mlp_cw_adamw_low_lr_s42,resnet50,"[""resnet50""]",resnet50,1,finetuned,none,42,2048,,,,True,adamw,0.0003,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_low_lr,screen,cw_adamw_low_lr,cw_adamw_low_lr,17.54462383291684,3,0.6387139585056675,6,0.7782956058588548,0.6512339085632425,0.6946905573664673,0.6655119864258031,0.7874997182413287,single,r50,r50
20260531_210615_finetuned_r50-mnv2_concat_mlp_cw_adamw_high_lr_s42,,"[""resnet50"", ""mobilenet_v2""]",resnet50+mobilenet_v2,2,finetuned,concat,42,3328,3328.0,3328.0,,True,adamw,0.003,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_high_lr,screen,cw_adamw_high_lr,cw_adamw_high_lr,15.425445375032723,28,0.6377700424738723,3,0.7709720372836218,0.6737711865155395,0.7251971731566863,0.6888841724915936,0.7805782997175046,pairwise,r50+mnv2 concat,r50+mnv2 concat
20260531_205911_finetuned_r50_none_mlp_cw_adamw_high_lr_s42,resnet50,"[""resnet50""]",resnet50,1,finetuned,none,42,2048,,,,True,adamw,0.003,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_high_lr,screen,cw_adamw_high_lr,cw_adamw_high_lr,14.598519792081788,4,0.6366111839028644,4,0.7696404793608522,0.6479305952509621,0.6880204540548381,0.6596686748008336,0.77858455942022,single,r50,r50
20260531_210128_finetuned_mnv2_none_mlp_cw_adamw_small_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.0001,0.3,[256],sprint4c_finetuned_mlpfusion_screen,cw_adamw_small,screen,cw_adamw_small,cw_adamw_small,12.952377165900543,13,0.6356641758218401,5,0.7250332889480693,0.5410649462542991,0.6412163020656095,0.5795560309302884,0.7454538166850597,single,mnv2,mnv2
20260531_210036_finetuned_mnv2_none_mlp_nocw_adamw_base_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,False,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,nocw_adamw_base,screen,nocw_adamw_base,nocw_adamw_base,11.833473874954507,10,0.6327300146235216,3,0.784953395472703,0.6327286674567215,0.6097602796640162,0.6093691997380873,0.7739408714857963,single,mnv2,mnv2
20260531_205954_finetuned_r50_none_mlp_cw_adamw_regularized_s42,resnet50,"[""resnet50""]",resnet50,1,finetuned,none,42,2048,,,,True,adamw,0.001,0.001,0.5,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_regularized,screen,cw_adamw_regularized,cw_adamw_regularized,13.094014000147581,7,0.6326708141414673,3,0.7922769640479361,0.6489875247385447,0.7261770861357911,0.6793417398431546,0.7975841510240742,single,r50,r50
20260531_211057_finetuned_r50-effb0_concat_mlp_cw_sgd_base_s42,,"[""resnet50"", ""efficientnet_b0""]",resnet50+efficientnet_b0,2,finetuned,concat,42,3328,3328.0,3328.0,,True,sgd,0.01,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_sgd_base,screen,cw_sgd_base,cw_sgd_base,15.033067249925807,40,0.6320772014144309,3,0.7729693741677763,0.6616049375352576,0.7070018112351532,0.6743121349829347,0.7860862777377943,pairwise,r50+effb0 concat,r50+effb0 concat
20260531_205827_finetuned_r50_none_mlp_cw_adamw_base_s42,resnet50,"[""resnet50""]",resnet50,1,finetuned,none,42,2048,,,,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_base,screen,cw_adamw_base,cw_adamw_base,13.887499915901572,1,0.6310007121938218,3,0.7916111850865513,0.6711106962401827,0.7017370392611364,0.6774194960892197,0.7967612225067462,single,r50,r50
20260531_205941_finetuned_r50_none_mlp_cw_adamw_wide_s42,resnet50,"[""resnet50""]",resnet50,1,finetuned,none,42,2048,,,,True,adamw,0.001,0.0001,0.4,"[1024, 512]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_wide,screen,cw_adamw_wide,cw_adamw_wide,17.764377584215254,6,0.6273396593635325,3,0.7842876165113183,0.6714769360988894,0.7166601394242499,0.6825788090007971,0.7910766958265317,single,r50,r50
20260531_212732_finetuned_r50-mnv2-effb0_weighted_mlp_w_cw_adamw_regularized_p512_s42,,"[""resnet50"", ""mobilenet_v2"", ""efficientnet_b0""]",resnet50+mobilenet_v2+efficientnet_b0,3,finetuned,weighted,42,512,4608.0,512.0,512.0,True,adamw,0.001,0.001,0.5,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,w_cw_adamw_regularized_p512,screen,w_cw_adamw_regularized_p512,w_cw_adamw_regularized,25.39166137482971,71,0.6271696484832302,3,0.758988015978695,0.6441321799082429,0.730530099121407,0.6763331040827164,0.7739752215296155,three-backbone,r50+mnv2+effb0 weighted,r50+mnv2+effb0 weighted
20260531_210147_finetuned_mnv2_none_mlp_cw_adamw_wide_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.0001,0.4,"[1024, 512]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_wide,screen,cw_adamw_wide,cw_adamw_wide,19.074904333800077,14,0.6215293625199033,6,0.7270306258322237,0.5540061518500358,0.6572871668519944,0.5935769965586265,0.7479538307841358,single,mnv2,mnv2
20260531_210024_finetuned_mnv2_none_mlp_cw_adamw_base_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_base,screen,cw_adamw_base,cw_adamw_base,16.34939775010571,9,0.6210372931925346,6,0.7203728362183754,0.5377118068411819,0.680169972668932,0.5827809895773813,0.7423619805525362,single,mnv2,mnv2
20260531_210213_finetuned_mnv2_none_mlp_cw_adamw_regularized_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.001,0.5,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_regularized,screen,cw_adamw_regularized,cw_adamw_regularized,26.66203900007531,15,0.6193729105149298,13,0.7250332889480693,0.5261286889066702,0.6579037292002801,0.573610553379897,0.7451502266864909,single,mnv2,mnv2
20260531_210058_finetuned_mnv2_none_mlp_cw_adamw_low_lr_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,True,adamw,0.0003,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_low_lr,screen,cw_adamw_low_lr,cw_adamw_low_lr,22.160779291996732,11,0.6181607036320491,10,0.7316910785619174,0.5557680358159429,0.6534115331636052,0.591128068991889,0.7501783203696881,single,mnv2,mnv2
20260531_210230_finetuned_mnv2_none_mlp_cw_sgd_base_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,True,sgd,0.01,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_sgd_base,screen,cw_sgd_base,cw_sgd_base,16.592617333866656,16,0.6151761456143181,6,0.703728362183755,0.5311096581023409,0.6544984976200151,0.5745950961058204,0.727858514392222,single,mnv2,mnv2
20260531_210115_finetuned_mnv2_none_mlp_cw_adamw_high_lr_s42,mobilenet_v2,"[""mobilenet_v2""]",mobilenet_v2,1,finetuned,none,42,1280,,,,True,adamw,0.003,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_high_lr,screen,cw_adamw_high_lr,cw_adamw_high_lr,16.960054542170838,12,0.6100435611484711,6,0.7237017310252996,0.5591339671906855,0.6565406547138218,0.5952979256019042,0.7454642306433646,single,mnv2,mnv2
20260531_210242_finetuned_effb0_none_mlp_cw_adamw_base_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_base,screen,cw_adamw_base,cw_adamw_base,12.098468374926597,17,0.5832914249826037,3,0.737017310252996,0.5504685542664735,0.6677791813517971,0.5966491303241399,0.7532269437887755,single,effb0,effb0
20260531_210255_finetuned_effb0_none_mlp_nocw_adamw_base_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,False,adamw,0.001,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,nocw_adamw_base,screen,nocw_adamw_base,nocw_adamw_base,12.595116375014186,18,0.5761126350545925,3,0.7816245006657789,0.6275335408630077,0.6193278035392007,0.6127463897479404,0.768554865328464,single,effb0,effb0
20260531_210347_finetuned_effb0_none_mlp_cw_adamw_small_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.0001,0.3,[256],sprint4c_finetuned_mlpfusion_screen,cw_adamw_small,screen,cw_adamw_small,cw_adamw_small,23.546014165971428,21,0.5721244156222048,13,0.770306258322237,0.6225297813581799,0.6401990839522583,0.6295066266266555,0.7750098453609207,single,effb0,effb0
20260531_210312_finetuned_effb0_none_mlp_cw_adamw_low_lr_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,True,adamw,0.0003,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_low_lr,screen,cw_adamw_low_lr,cw_adamw_low_lr,17.22404725011438,19,0.565262428989861,6,0.7203728362183754,0.5379977082955569,0.6508191848490241,0.579158412683653,0.7402462896527882,single,effb0,effb0
20260531_210446_finetuned_effb0_none_mlp_cw_sgd_base_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,True,sgd,0.01,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_sgd_base,screen,cw_sgd_base,cw_sgd_base,17.29210066702217,24,0.5604775094936343,6,0.703728362183755,0.5379689622167293,0.6525434976960673,0.5782767838977243,0.727861604520255,single,effb0,effb0
20260531_210416_finetuned_effb0_none_mlp_cw_adamw_wide_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.0001,0.4,"[1024, 512]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_wide,screen,cw_adamw_wide,cw_adamw_wide,28.399160667089745,22,0.5576708597388362,11,0.741011984021305,0.5502204944027211,0.652421121024086,0.5842440126364281,0.7545114581045127,single,effb0,effb0
20260531_210324_finetuned_effb0_none_mlp_cw_adamw_high_lr_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,True,adamw,0.003,0.0001,0.3,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_high_lr,screen,cw_adamw_high_lr,cw_adamw_high_lr,11.688669125083834,20,0.5433236411055515,3,0.7276964047936085,0.5273826206953983,0.6846262122157805,0.5799862984084052,0.7472685911260712,single,effb0,effb0
20260531_210429_finetuned_effb0_none_mlp_cw_adamw_regularized_s42,efficientnet_b0,"[""efficientnet_b0""]",efficientnet_b0,1,finetuned,none,42,1280,,,,True,adamw,0.001,0.001,0.5,"[512, 256]",sprint4c_finetuned_mlpfusion_screen,cw_adamw_regularized,screen,cw_adamw_regularized,cw_adamw_regularized,13.052819499978796,23,0.5305912351108187,4,0.7177097203728362,0.550659291916877,0.6960802478609898,0.5939083082508321,0.7406899029049449,single,effb0,effb0
