ensemble_id,weight_policy,candidate_count,members,weights,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
uniform__20260531_141209_finetuned_classaware_r50-mnv2-effb0_weighted_mlp_s42__20260531_213529_finetuned_r50-mnv2-effb0_weighted_mlp_w_cw_adamw_low_lr_p512_s42__20260531_141134_finetuned_classaware_mnv2-effb0_concat_mlp_s42,uniform,3,20260531_141209_finetuned_classaware_r50-mnv2-effb0_weighted_mlp_s42|20260531_213529_finetuned_r50-mnv2-effb0_weighted_mlp_w_cw_adamw_low_lr_p512_s42|20260531_141134_finetuned_classaware_mnv2-effb0_concat_mlp_s42,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]",0.8276762402088773,0.7215794594682567,0.7342506344730876,0.724918048676059,0.8327906061740235
